"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"Announcement of meeting.","Civil Rights Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07053/notice-of-public-meeting-of-the-arkansas-advisory-committee-to-discuss-civil-rights-topics-in-the","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07053.pdf","04/10/2017","","Notice of Public Meeting of the Arkansas Advisory Committee To Discuss Civil Rights Topics in the State","","Notice is hereby given, pursuant to the provisions of the rules and regulations of the U.S. Commission on Civil Rights (Commission) and the Federal Advisory Committee Act that the Arkansas Advisory Committee (Committee) will hold a meeting on Monday, April 24, 2017, at 12:00 noon CST for the purpose of a discussion on civil rights topics affecting the state."
"Final rule.","Environmental Protection Agency","","","05/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07022/air-plan-approval-washington-general-regulations-for-air-pollution-sources-southwest-clean-air","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07022.pdf","04/10/2017","","Air Plan Approval; Washington: General Regulations for Air Pollution Sources, Southwest Clean Air Agency Jurisdiction","Air pollution control; Carbon monoxide; Environmental protection; Intergovernmental relations; Lead; Nitrogen dioxide; Ozone; Particulate matter; Reporting and recordkeeping requirements; Sulfur oxides; Volatile organic compounds","The Environmental Protection Agency (EPA) is approving revisions to the Washington State Implementation Plan (SIP) that were submitted by the Washington Department of Ecology (Ecology) in coordination with Southwest Clean Air Agency (SWCAA) on December 20, 2016. In the fall of 2014 and spring of 2015, the EPA approved numerous revisions to Ecology's general air quality regulations. However, our approval of the updated Ecology regulations applied only to geographic areas where Ecology, and not a local air agency, had jurisdiction, and statewide, to source categories over which Ecology had sole jurisdiction. Under the Washington Clean Air Act, local clean air agencies may adopt equally stringent or more stringent requirements in lieu of Ecology's general air quality regulations, if they so choose. Therefore, the EPA stated that we would evaluate the general air quality regulations as they applied to local jurisdictions in separate, future actions. This final action approves the submitted SWCAA general air quality regulations to replace or supplement the corresponding Ecology regulations for sources in SWCAA's jurisdiction, including implementation of the minor new source review and nonattainment new source review permitting programs. This action also approves a limited subset of Ecology regulations, for which there are no corresponding SWCAA corollaries, to apply in SWCAA's jurisdiction."
"","Commerce Department; Industry and Security Bureau","","","","https://www.federalregister.gov/documents/2017/04/10/2017-06813/order-denying-export-privileges-in-the-matter-of-sam-rafic-ghanem-6714-forsythia-street-springfield","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06813.pdf","04/10/2017","","Order Denying Export Privileges In the Matter of: Sam Rafic Ghanem, 6714 Forsythia Street, Springfield, VA 22150","",""
"Final rule.","Environmental Protection Agency","","","05/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-06880/approval-and-promulgation-of-air-quality-implementation-plans-maine-new-hampshire-rhode-island-and","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06880.pdf","04/10/2017","","Approval and Promulgation of Air Quality Implementation Plans; Maine, New Hampshire, Rhode Island and Vermont; Interstate Transport of Fine Particle and Ozone Air Pollution","Air pollution control; Environmental protection; Intergovernmental relations; Lead; Nitrogen dioxide; Ozone; Particulate matter; Reporting and recordkeeping requirements; Sulfur oxides; Volatile organic compounds","The Environmental Protection Agency (EPA) is approving State Implementation Plan (SIP) submissions from the Maine Department of Environmental Protection (ME DEP), the New Hampshire Department of Environmental Services (NH DES), the Rhode Island Department of Environmental Management (RI DEM) and the Vermont Department of Environmental Conservation (VT DEC). These SIP submissions address provisions of the Clean Air Act that require each state to submit a SIP to address emissions that may adversely affect another state's air quality through interstate transport. The EPA is finding that all four States have adequate provisions to prohibit in-state emissions activities from significantly contributing to nonattainment, or interfering with the maintenance, of the 1997 ozone National Ambient Air Quality Standards (NAAQS) in other states, and that Rhode Island and Vermont have adequate provisions to prohibit in-state emissions activities from significantly contributing to nonattainment, or interfering with maintenance, of the 1997 fine particulate matter (PM<INF>2.5</INF>) and 2006 PM<INF>2.5</INF> NAAQS in other states. The intended effect of this action is to approve the SIP revisions submitted by Maine, New Hampshire, Rhode Island, and Vermont. This action is being taken under the Clean Air Act."
"","Homeland Security Department; Coast Guard","","","","https://www.federalregister.gov/documents/2017/04/10/C1-2017-04196/safety-zone-columbia-river-sand-island-wa","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/C1-2017-04196.pdf","04/10/2017","","Safety Zone; Columbia River, Sand Island, WA","",""
"Notice of deviation from drawbridge regulation.","Homeland Security Department; Coast Guard","","","04/08/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07115/drawbridge-operation-regulation-upper-mississippi-river-rock-island-il","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07115.pdf","04/10/2017","","Drawbridge Operation Regulation; Upper Mississippi River, Rock Island, IL","","The Coast Guard has issued a temporary deviation from the operating schedule that governs the Rock Island Railroad and Highway Drawbridge across the Upper Mississippi River, mile 482.9, at Rock Island, Illinois. The deviation is necessary to allow the Quad City Marathon to cross the bridge. This deviation allows the bridge to be maintained in the closed-to-navigation position for ninety minutes."
"Temporary scheduling order.","Justice Department; Drug Enforcement Administration","","","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07118/schedules-of-controlled-substances-temporary-placement-of-six-synthetic-cannabinoids-5f-adb-5f-amb","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07118.pdf","04/10/2017","","Schedules of Controlled Substances: Temporary Placement of Six Synthetic Cannabinoids (5F-ADB, 5F-AMB, 5F-APINACA, ADB-FUBINACA, MDMB-CHMICA and MDMB-FUBINACA) into Schedule I","Administrative practice and procedure; Drug traffic control; Reporting and recordkeeping requirements","The Administrator of the Drug Enforcement Administration is issuing this temporary scheduling order to schedule six synthetic cannabinoids: methyl 2-(1-(5-fluoropentyl)-1H-indazole-3-carboxamido)- 3,3-dimethylbutanoate [5F-ADB; 5F-MDMB-PINACA]; methyl 2-(1-(5- fluoropentyl)-1H-indazole-3-carboxamido)-3-methylbutanoate [5F-AMB]; N- (adamantan-1-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide [5F- APINACA, 5F-AKB48]; N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4- fluorobenzyl)-1H-indazole-3-carboxamide [ADB-FUBINACA]; methyl 2-(1- (cyclohexylmethyl)-1H-indole-3-carboxamido)-3,3-dimethylbutanoate [MDMB-CHMICA, MMB-CHMINACA] and methyl 2-(1-(4-fluorobenzyl)-1H- indazole-3-carboxamido)-3,3-dimethylbutanoate [MDMB-FUBINACA], and their optical, positional, and geometric isomers, salts, and salts of isomers into schedule I pursuant to the temporary scheduling provisions of the Controlled Substances Act. This action is based on a finding by the Administrator that the placement of these synthetic cannabinoids into schedule I of the Controlled Substances Act is necessary to avoid an imminent hazard to the public safety. As a result of this order, the regulatory controls and administrative, civil, and criminal sanctions applicable to schedule I controlled substances will be imposed on persons who handle (manufacture, distribute, reverse distribute, import, export, engage in research, conduct instructional activities or chemical analysis, or possess), or propose to handle, 5F-ADB, 5F-AMB, 5F-APINACA, ADB-FUBINACA, MDMB-CHMICA or MDMB-FUBINACA."
"Final rule.","Transportation Department; Federal Aviation Administration","","","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-06771/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06771.pdf","04/10/2017","","Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Air traffic control; Airports; Navigation (air)","This rule establishes, amends, suspends, or removes Standard Instrument Approach Procedures (SIAPs) and associated Takeoff Minimums and Obstacle Departure Procedures (ODPs) for operations at certain airports. These regulatory actions are needed because of the adoption of new or revised criteria, or because of changes occurring in the National Airspace System, such as the commissioning of new navigational facilities, adding new obstacles, or changing air traffic requirements. These changes are designed to provide safe and efficient use of the navigable airspace and to promote safe flight operations under instrument flight rules at the affected airports."
"Rescindment of systems of records notice.","Education Department","","05/10/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07170/privacy-act-of-1974-system-of-records","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07170.pdf","04/10/2017","","Privacy Act of 1974; System of Records","","In accordance with the Privacy Act of 1974, as amended (Privacy Act) (5 U.S.C. 552a), the Department of Education (Department) rescinds from its existing inventory of systems of records notices subject to the Privacy Act two systems of records entitled ``Official Time Records of Union Officials and Bargaining Unit Employees at the Department of Education'' (18-05-08) and ``General Performance Appraisal System (GPAS)'' (18-05-10)."
"Final rule.","Transportation Department; Federal Aviation Administration","","","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-06752/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06752.pdf","04/10/2017","","Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Air traffic control; Airports; Navigation (air)","This rule amends, suspends, or removes Standard Instrument Approach Procedures (SIAPs) and associated Takeoff Minimums and Obstacle Departure Procedures for operations at certain airports. These regulatory actions are needed because of the adoption of new or revised criteria, or because of changes occurring in the National Airspace System, such as the commissioning of new navigational facilities, adding new obstacles, or changing air traffic requirements. These changes are designed to provide for the safe and efficient use of the navigable airspace and to promote safe flight operations under instrument flight rules at the affected airports."
"Final rule.","Transportation Department; Federal Aviation Administration","","","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-06753/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06753.pdf","04/10/2017","","Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Air traffic control; Airports; Navigation (air)","This rule establishes, amends, suspends, or removes Standard Instrument Approach Procedures (SIAPs) and associated Takeoff Minimums and Obstacle Departure Procedures (ODPs) for operations at certain airports. These regulatory actions are needed because of the adoption of new or revised criteria, or because of changes occurring in the National Airspace System, such as the commissioning of new navigational facilities, adding new obstacles, or changing air traffic requirements. These changes are designed to provide safe and efficient use of the navigable airspace and to promote safe flight operations under instrument flight rules at the affected airports."
"Final rule.","Transportation Department; Federal Aviation Administration","","","05/15/2017","https://www.federalregister.gov/documents/2017/04/10/2017-06704/airworthiness-directives-gulfstream-aerospace-corporation-airplanes","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06704.pdf","04/10/2017","","Airworthiness Directives; Gulfstream Aerospace Corporation Airplanes","Air transportation; Aircraft; Aviation safety; Safety","We are adopting a new airworthiness directive (AD) for all Gulfstream Aerospace Corporation Model G-1159B airplanes. This AD was prompted by a review of airplane maintenance records, which revealed that incorrect rudder assemblies were installed on certain airplanes. This AD requires certain inspections, and replacement or modification of the rudder assembly if necessary. We are issuing this AD to address the unsafe condition on these products."
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07039/combined-notice-of-filings","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07039.pdf","04/10/2017","","Combined Notice of Filings","",""
"Final rule.","Transportation Department; Federal Aviation Administration","","","05/15/2017","https://www.federalregister.gov/documents/2017/04/10/2017-05366/airworthiness-directives-airbus-airplanes","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-05366.pdf","04/10/2017","","Airworthiness Directives; Airbus Airplanes","Air transportation; Aircraft; Aviation safety; Safety","We are adopting a new airworthiness directive (AD) for all Airbus Model A330-200 Freighter, -200, and -300 series airplanes; and Airbus Model A340-200, -300, -500, and -600 series airplanes. This AD was prompted by reports that nonconforming aluminum alloy was used to manufacture several structural parts on the inboard flap. This AD requires identification of the potentially affected inboard flap parts, a one-time eddy current inspection to identify which material the parts are made of, and, depending on findings, replacement with serviceable parts. We are issuing this AD to address the unsafe condition on these products."
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07085/oncor-electric-delivery-company-llc-notice-of-filing","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07085.pdf","04/10/2017","","Oncor Electric Delivery Company LLC; Notice of Filing","",""
"","Executive Office of the President","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07332/honoring-the-memory-of-john-glenn","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07332.pdf","04/10/2017","","Honoring the Memory of John Glenn","",""
"","Executive Office of the President","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07331/delegation-of-authority-under-the-national-defense-authorization-act-for-fiscal-year-2017","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07331.pdf","04/10/2017","03/19/2017","Delegation of Authority Under the National Defense Authorization Act for Fiscal Year 2017","",""
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07046/self-regulatory-organizations-financial-industry-regulatory-authority-inc-notice-of-filing-of-a","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07046.pdf","04/10/2017","04/04/2017","Self-Regulatory Organizations; Financial Industry Regulatory Authority, Inc.; Notice of Filing of a Proposed Rule Change To Adopt Consolidated FINRA Registration Rules, Restructure the Representative-Level Qualification Examination Program and Amend the Continuing Education Requirements","",""
"","Veterans Affairs Department","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07063/advisory-committee-on-women-veterans-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07063.pdf","04/10/2017","","Advisory Committee on Women Veterans, Notice of Meeting","",""
"","Veterans Affairs Department","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07102/advisory-committee-on-disability-compensation-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07102.pdf","04/10/2017","","Advisory Committee on Disability Compensation, Notice of Meeting","",""
"Notice.","Treasury Department","","","04/01/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07071/departmental-offices-interest-rate-paid-on-cash-deposited-to-secure-us-immigration-and-customs","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07071.pdf","04/10/2017","","Departmental Offices; Interest Rate Paid on Cash Deposited To Secure U.S. Immigration and Customs Enforcement Immigration Bonds","","For the period beginning April 1, 2017, and ending on June 30, 2017, the U.S. Immigration and Customs Enforcement Immigration Bond interest rate is 0.61 per centum per annum."
"Notice.","Treasury Department; Foreign Assets Control Office","","","03/31/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07041/sanctions-actions-pursuant-to-executive-order-13722","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07041.pdf","04/10/2017","","Sanctions Actions Pursuant to Executive Order 13722","","The Treasury Department's Office of Foreign Assets Control (OFAC) is updating the identifying information on its list of Specially Designated Nationals and Blocked Persons (SDN List) for one entity whose property and interests in property are blocked pursuant to Executive Order 13722."
"Notice and request for comments.","Treasury Department; Bureau of the Fiscal Service","","06/09/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07097/proposed-collection-of-information-direct-deposit-sign-up-form","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07097.pdf","04/10/2017","","Proposed Collection of Information: Direct Deposit Sign-Up Form","","The Department of the Treasury, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995. Currently the Bureau of the Fiscal Service within the Department of the Treasury is soliciting comments concerning the Direct Deposit Sign-Up Form."
"Notice and request for comments.","Treasury Department; Bureau of the Fiscal Service","","06/09/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07095/proposed-collection-of-information-legacy-treasury-direct-forms","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07095.pdf","04/10/2017","","Proposed Collection of Information: Legacy Treasury Direct Forms","","The Department of the Treasury, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995. Currently the Bureau of the Fiscal Service within the Department of the Treasury is soliciting comments concerning the Legacy Treasury Direct Forms."
"","Transportation Department; Federal Railroad Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07016/petition-for-waiver-of-compliance","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07016.pdf","04/10/2017","","Petition for Waiver of Compliance","",""
"","Transportation Department; Federal Railroad Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07012/notice-of-application-for-approval-of-discontinuance-or-modification-of-a-railroad-signal-system","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07012.pdf","04/10/2017","","Notice of Application for Approval of Discontinuance or Modification of a Railroad Signal System","",""
"","Transportation Department; Federal Railroad Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07015/petition-for-waiver-of-compliance","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07015.pdf","04/10/2017","","Petition for Waiver of Compliance","",""
"","Transportation Department; Federal Railroad Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07018/notice-of-application-for-approval-of-discontinuance-or-modification-of-a-railroad-signal-system","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07018.pdf","04/10/2017","","Notice of Application for Approval of Discontinuance or Modification of a Railroad Signal System","",""
"","Transportation Department; Federal Railroad Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07014/petition-for-waiver-of-compliance","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07014.pdf","04/10/2017","","Petition for Waiver of Compliance","",""
"","Transportation Department; Federal Railroad Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07013/petition-for-waiver-of-compliance","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07013.pdf","04/10/2017","","Petition for Waiver of Compliance","",""
"","Transportation Department; Federal Railroad Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07017/notice-of-application-for-approval-of-discontinuance-or-modification-of-a-railroad-signal-system","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07017.pdf","04/10/2017","","Notice of Application for Approval of Discontinuance or Modification of a Railroad Signal System","",""
"Notice.","Small Business Administration","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07114/california-disaster-ca-00267","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07114.pdf","04/10/2017","","California Disaster #CA-00267","","This is a Notice of the Presidential declaration of a major disaster for Public Assistance Only for the State of California (FEMA- 4308-DR), dated 04/01/2017. Incident: Severe Winter Storms, Flooding, and Mudslides. Incident Period: 02/01/2017 Through 02/23/2017. Effective Date: 04/01/2017. Physical Loan Application Deadline Date: 05/31/2017. Economic Injury (EIDL) Loan Application Deadline Date: 01/02/2018."
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07045/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-of-proposed-rule-change","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07045.pdf","04/10/2017","04/04/2017","Self-Regulatory Organizations; The NASDAQ Stock Market LLC; Notice of Filing of Proposed Rule Change To List and Trade the Shares of the First Trust California Municipal High Income ETF","",""
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07047/options-clearing-corporation-self-regulatory-organizations-the-notice-of-filing-and-immediate","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07047.pdf","04/10/2017","04/04/2017","Options Clearing Corporation Self-Regulatory Organizations; the Notice of Filing and Immediate Effectiveness of Proposed Rule Change Concerning the Requirement for Clearing Members To Participate in Default Management Testing","",""
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07049/self-regulatory-organizations-nyse-mkt-llc-notice-of-filing-of-proposed-rule-change-amending-rule","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07049.pdf","04/10/2017","04/04/2017","Self-Regulatory Organizations; NYSE MKT LLC; Notice of Filing of Proposed Rule Change Amending Rule 36-Equities To Permit Exchange Floor Brokers To Use Non-Exchange Provided Telephones on the Floor","",""
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07101/order-granting-a-temporary-exemption-to-covered-clearing-agencies-from-compliance-with-rule","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07101.pdf","04/10/2017","04/05/2017","Order Granting a Temporary Exemption to Covered Clearing Agencies From Compliance With Rule 17Ad-22(e)(3)(ii) and Certain Requirements in Rules 17Ad-22(e)(15)(i) and (ii) Under the Securities Exchange Act of 1934","",""
"","Railroad Retirement Board","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07067/proposed-collection-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07067.pdf","04/10/2017","","Proposed Collection; Comment Request","","In accordance with the requirement of Section 3506(c)(2)(A) of the Paperwork Reduction Act of 1995 which provides opportunity for public comment on new or revised data collections, the Railroad Retirement Board (RRB) will publish periodic summaries of proposed data collections. Comments are invited on: (a) Whether the proposed information collection is necessary for the proper performance of the functions of the agency, including whether the information has practical utility; (b) the accuracy of the RRB's estimate of the burden of the collection of the information; (c) ways to enhance the quality, utility, and clarity of the information to be collected; and (d) ways to minimize the burden related to the collection of information on respondents, including the use of automated collection techniques or other forms of information technology. 1. Title and purpose of information collection: Financial Disclosure Statement; OMB 3220-0127. Under Section 10 of the Railroad Retirement Act and Section 2(d) of the Railroad Unemployment Insurance Act, the RRB may recover overpayments of annuities, pensions, death benefits, unemployment benefits, and sickness benefits that were made erroneously. An overpayment may be waived if the beneficiary was not at fault in causing the overpayment and recovery would cause financial hardship. The regulations for the recovery and waiver of erroneous payments are contained in 20 CFR 255 and CFR 340. The RRB utilizes Form DR-423, Financial Disclosure Statement, to obtain information about the overpaid beneficiary's income, debts, and expenses if that person indicates that (s)he cannot make restitution for the overpayment. The information is used to determine if the overpayment should be waived as wholly or partially uncollectible. If waiver is denied, the information is used to determine the size and frequency of installment payments. The beneficiary is made aware of the overpayment by letter and is offered a variety of methods for recovery. One response is requested of each respondent. Completion is voluntary. However, failure to provide the requested information may result in a denial of the waiver request. The RRB proposes no changes to Form DR- 423."
"Correction.","Nuclear Regulatory Commission","","","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07050/in-the-matter-of-waste-control-specialists-llc-consolidated-interim-storage-facility-correction","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07050.pdf","04/10/2017","","In the Matter of Waste Control Specialists LLC; Consolidated Interim Storage Facility; Correction","","The U.S. Nuclear Regulatory Commission (NRC) is correcting a notice that was published in the Federal Register (FR) on April 4, 2017, regarding the issuance of an order to Waste Control Specialists, LLC. This action is necessary to correct the ACTION statement and to add the NRC Docket ID to the notice title and the ADDRESSES section."
"","Nuclear Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07291/sunshine-act-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07291.pdf","04/10/2017","","Sunshine Act Meeting","",""
"60-Day notice.","Justice Department","","06/09/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07077/bureau-of-justice-statistics-agency-information-collection-activities-proposed-ecollection-ecomments","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07077.pdf","04/10/2017","","Bureau of Justice Statistics; Agency Information Collection Activities; Proposed eCollection eComments Requested; New Collection: Census of Tribal Law Enforcement Agencies (CTLEA)","","The Department of Justice (DOJ), Office of Justice Programs, Bureau of Justice Statistics, will be submitting the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995."
"","Justice Department; Antitrust Division","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07099/united-states-v-smiths-group-plc-et-al-proposed-final-judgment-and-competitive-impact-statement","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07099.pdf","04/10/2017","","United States v. Smiths Group plc, et al.; Proposed Final Judgment and Competitive Impact Statement","",""
"","Justice Department; Antitrust Division","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07092/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-halon-alternatives","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07092.pdf","04/10/2017","","Notice Pursuant to the National Cooperative Research and Production Act of 1993-Halon Alternatives Research Corporation, Inc.","",""
"","Justice Department; Antitrust Division","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07094/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-uhd-alliance-inc","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07094.pdf","04/10/2017","","Notice Pursuant to the National Cooperative Research and Production Act of 1993-UHD Alliance, Inc.","",""
"","International Trade Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07119/pure-magnesium-from-china","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07119.pdf","04/10/2017","","Pure Magnesium From China","",""
"Notice of proposed information collection; request for comments for 1029-0024.","Interior Department; Surface Mining Reclamation and Enforcement Office","","05/10/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07061/notice-of-proposed-information-collection-for-1029-0024","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07061.pdf","04/10/2017","","Notice of Proposed Information Collection for 1029-0024","","In compliance with the Paperwork Reduction Act of 1995, the Office of Surface Mining Reclamation and Enforcement (OSMRE) is announcing that the information collection request for the Procedures and Criteria for Approval or Disapproval of State Program Submissions, has been forwarded to the Office of Management and Budget (OMB) for review and comment. The information collection request describes the nature of the information collection and the expected burden and cost."
"Notice.","Interior Department; Land Management Bureau","","07/10/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07021/notice-of-application-for-recordable-disclaimer-of-interest-in-lands-kootenai-county-idaho","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07021.pdf","04/10/2017","","Notice of Application for Recordable Disclaimer of Interest in Lands, Kootenai County, Idaho","","The City of Coeur d'Alene, Idaho, has filed an application with the Bureau of Land Management (BLM) for a Recordable Disclaimer of Interest from the United States for land lying along the north shore of the Spokane River in Kootenai County, Idaho. This notice informs the public of the opportunity to comment on the pending application."
"Notice.","Interior Department; Indian Affairs Bureau","","","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07190/indian-gaming-tribal-state-class-iii-gaming-compact-taking-effect-in-the-state-of-california","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07190.pdf","04/10/2017","","Indian Gaming; Tribal-State Class III Gaming Compact Taking Effect in the State of California","","This notice announces that the Tribal-State Class III Gaming Compact entered into between the San Manuel Band of Mission Indians and the State of California is taking effect."
"Notice of receipt of applications; request for public comment.","Interior Department; Fish and Wildlife Service","","05/10/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07073/endangered-and-threatened-species-permit-applications","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07073.pdf","04/10/2017","","Endangered and Threatened Species Permit Applications","","We, the U.S. Fish and Wildlife Service, invite the public to comment on the following applications to conduct certain activities with endangered or threatened species. The Endangered Species Act of 1973 (Act), as amended, prohibits activities with endangered and threatened species unless a Federal permit allows such activities. Both the Act and the National Environmental Policy Act require that we invite public comment before issuing these permits."
