"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"Notice and request for comments.","Treasury Department; Bureau of the Fiscal Service",NA,"06/09/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07096/proposed-collection-of-information-resolution-for-transactions-involving-treasury-securities","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07096.pdf","04/10/2017",NA,"Proposed Collection of Information: Resolution for Transactions Involving Treasury Securities",NA,"The Department of the Treasury, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995. Currently the Bureau of the Fiscal Service within the Department of the Treasury is soliciting comments concerning the Resolution for Transactions Involving Treasury Securities."
"Final special conditions; request for comments.","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA_FRDOC_0001-14952","05/25/2017","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07060/special-conditions-embraer-sa-model-erj-190-300-airplane-flight-envelope-protection-general-limiting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07060.pdf","04/10/2017",NA,"Special Conditions: Embraer S.A. Model ERJ 190-300 Airplane; Flight Envelope Protection, General Limiting Requirements","Aircraft; Aviation safety; Reporting and recordkeeping requirements","These special conditions are issued for the Embraer S.A. (Embraer) Model ERJ 190-300 airplane. This airplane will have a novel or unusual design feature when compared to the state of technology envisioned in the airworthiness standards for transport-category airplanes. This design feature is a new control architecture and a full digital flight-control system, both of which provide flight-envelope protections. The applicable airworthiness regulations do not contain adequate or appropriate safety standards for this design feature. These special conditions contain the additional safety standards that the Administrator considers necessary to establish a level of safety equivalent to that established by the existing airworthiness standards."
"Rescindment of a System of Records notice.","Defense Department; Office of the Secretary","http://www.regulations.gov/#!submitComment;D=DOD-2017-OS-0015-0001","05/04/2017",NA,"https://www.federalregister.gov/documents/2017/04/04/2017-06659/privacy-act-of-1974-system-of-records","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06659.pdf","04/04/2017",NA,"Privacy Act of 1974; System of Records",NA,"The Office of the Secretary of Defense is rescinding a system of records, Private Relief Legislation File, DGC 02. These files were used by the attorneys in the Office of the General Counsel, Office of the Secretary of Defense and personnel in the Department of Defense to produce working papers in development of a department position."
"Proposed rule; extension of comment period.","Federal Communications Commission",NA,"04/10/2017","01/11/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06483/update-concerning-non-geostationary-fixed-satellite-service-system-and-related-matters","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06483.pdf","04/06/2017",NA,"Update Concerning Non-Geostationary, Fixed-Satellite Service System and Related Matters",NA,"The Federal Communications Commission finds that a limited extension in this proceeding would be beneficial to the development of a complete record on the issues, and it grants a fourteen-day extension for filing reply comments in response to the Commission's notice of proposed rulemaking (NPRM) concerning non-geostationary, fixed- satellite service systems and related matters."
"Proposed rule.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-R04-OAR-2016-0575-0002","05/08/2017",NA,"https://www.federalregister.gov/documents/2017/04/07/2017-06878/air-plan-approval-tennessee-reasonable-measures-required","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06878.pdf","04/07/2017",NA,"Air Plan Approval; Tennessee: Reasonable Measures Required",NA,"The Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted by the State of Tennessee, through the Tennessee Department of Environment and Conservation (TDEC), on March 25, 1999. The SIP submittal includes a change to the TDEC regulation ``Reasonable Measures Required.'' EPA is proposing to approve this SIP revision because it is consistent with the Clean Air Act and federal regulations governing SIPs."
"Direct final rule.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-R04-OAR-2016-0575-0001","05/08/2017","06/06/2017","https://www.federalregister.gov/documents/2017/04/07/2017-06877/air-plan-approval-tennessee-reasonable-measures-required","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06877.pdf","04/07/2017",NA,"Air Plan Approval; Tennessee: Reasonable Measures Required","Air pollution control; Environmental protection; Reporting and recordkeeping requirements","The U.S. Environmental Protection Agency (EPA) is taking direct final action to approve a State Implementation Plan (SIP) revision submitted by the State of Tennessee, through the Tennessee Department of Environment and Conservation (TDEC), on March 25, 1999. The SIP submittal includes a change to the TDEC regulation ``Reasonable Measures Required.'' EPA is proposing to approve this SIP revision because it is consistent with the Clean Air Act (CAA or Act) and federal regulations governing SIPs."
"Notice; establishment of public docket; request for comments.","Health and Human Services Department; Food and Drug Administration",NA,"04/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/07/2017-06901/antimicrobial-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06901.pdf","04/07/2017",NA,"Antimicrobial Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments",NA,"The Food and Drug Administration (FDA) announces a forthcoming public advisory committee meeting of the Antimicrobial Drugs Advisory Committee. The general function of the committee is to provide advice and recommendations to the Agency on FDA's regulatory issues. The meeting will be open to the public. FDA is establishing a docket for public comment on this document."
"60-day notice.","Homeland Security Department; U.S. Citizenship and Immigration Services","http://www.regulations.gov/#!submitComment;D=USCIS-2009-0021-0056","06/09/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07062/agency-information-collection-activities-extension-without-change-of-a-currently-approved-collection","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07062.pdf","04/10/2017",NA,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Application for Family Unity Benefits",NA,"The Department of Homeland Security (DHS), U.S. Citizenship and Immigration (USCIS) invites the general public and other Federal agencies to comment upon this proposed extension of a currently approved collection of information. In accordance with the Paperwork Reduction Act (PRA) of 1995, the information collection notice is published in the Federal Register to obtain comments regarding the nature of the information collection, the categories of respondents, the estimated burden (i.e., the time, effort, and resources used by the respondents to respond), the estimated cost to the respondent, and the actual information collection instruments."
"60-Day notice and request for comments; revision of Information Collection Request: 1670-0014.","Homeland Security Department","http://www.regulations.gov/#!submitComment;D=DHS-2017-0014-0001","06/09/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07191/notice-of-request-for-revision-to-and-extension-of-a-currently-approved-information-collection-for","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07191.pdf","04/10/2017",NA,"Notice of Request for Revision to and Extension of a Currently Approved Information Collection for the Chemical Facility Anti-Terrorism Standards",NA,"The Department of Homeland Security (DHS or the Department), National Protection and Programs Directorate (NPPD), Office of Infrastructure Protection (IP), Infrastructure Security Compliance Division (ISCD), will submit the following Information Collection Request to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995 (Pub. L. 104-13, 44 U.S.C. chapter 35). DHS proposes to renew and revise this information collection to update the burden for some of the instruments for this collection and also proposes the addition of a new instrument to this collection."
"Notice.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-HQ-OPP-2017-0069-0001","10/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07136/notice-of-receipt-of-requests-to-voluntarily-cancel-certain-pesticide-registrations","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07136.pdf","04/10/2017",NA,"Notice of Receipt of Requests to Voluntarily Cancel Certain Pesticide Registrations",NA,"In accordance with the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is issuing a notice of receipt of requests by registrants to voluntarily cancel certain pesticide registrations. EPA intends to grant these requests at the close of the comment period for this announcement unless the Agency receives substantive comments within the comment period that would merit its further review of the requests, or unless the registrants withdraw its requests. If these requests are granted, any sale, distribution, or use of products listed in this notice will be permitted after the registrations have been cancelled only if such sale, distribution, or use is consistent with the terms as described in the final order."
"Notice.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-HQ-OPP-2017-0135-0001","04/25/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07135/dinotefuran-receipt-of-applications-for-emergency-exemptions-solicitation-of-public-comment","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07135.pdf","04/10/2017",NA,"Dinotefuran; Receipt of Applications for Emergency Exemptions, Solicitation of Public Comment",NA,"EPA has received specific exemption requests from the West Virginia, Virginia, and Pennsylvania Departments of Agriculture to use the insecticide dinotefuran (CAS No. 165252-70-0) to treat pome and stone fruit orchards to control the brown marmorated stinkbug. The applicants propose a use which is supported by the Interregional Research Project Number 4 (IR-4) program, has been requested in 5 or more previous years, and a petition for tolerance has not been submitted to the Agency. Therefore, EPA is soliciting public comment before making the decision whether or not to grant the exemptions."
"Notice.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-HQ-OPP-2017-0070-0001","05/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07138/notice-of-receipt-of-requests-to-voluntarily-cancel-certain-pesticide-registrations-and-amend","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07138.pdf","04/10/2017",NA,"Notice of Receipt of Requests To Voluntarily Cancel Certain Pesticide Registrations and Amend Registrations To Terminate Certain Uses",NA,"In accordance with the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is issuing a notice of receipt of requests by the registrants to voluntarily cancel their registrations and to amend their product registrations to terminate uses. EPA intends to grant these requests at the close of the comment period for this announcement unless the Agency receives substantive comments within the comment period that would merit its further review of the requests, or unless the registrants withdraw their requests. If these requests are granted, any sale, distribution, or use of products listed in this notice will be permitted after the registrations have been cancelled and uses terminated only if such sale, distribution, or use is consistent with the terms as described in the final order."
"Notice.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-HQ-OPP-2016-0665-0001","06/09/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07129/registration-review-biopesticide-dockets-opened-for-review-and-comment","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07129.pdf","04/10/2017",NA,"Registration Review; Biopesticide Dockets Opened for Review and Comment",NA,"With this document, EPA is opening the public comment period for several registration reviews. Registration review is EPA's periodic review of pesticide registrations to ensure that each pesticide continues to satisfy the statutory standard for registration, that is, the pesticide can perform its intended function without unreasonable adverse effects on human health or the environment. Registration review dockets contain information that will assist the public in understanding the types of information and issues that the Agency may consider during the course of registration reviews. Through this program, EPA is ensuring that each pesticide's registration is based on current scientific and other knowledge, including its effects on human health and the environment."
"Notice.","Environmental Protection Agency",NA,"05/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07126/pesticide-product-registration-receipt-of-application-for-new-active-ingredient","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07126.pdf","04/10/2017",NA,"Pesticide Product Registration; Receipt of Application for New Active Ingredient",NA,"EPA has received an application to register a pesticide product containing an active ingredient not included in any currently registered pesticide products. Pursuant to the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is hereby providing notice of receipt and opportunity to comment on this application."
"Notice.","Agriculture Department; Animal and Plant Health Inspection Service","http://www.regulations.gov/#!submitComment;D=APHIS-2017-0018-0001","05/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07106/southern-gardens-citrus-nursery-llc-notice-of-intent-to-prepare-an-environmental-impact-statement","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07106.pdf","04/10/2017",NA,"Southern Gardens Citrus Nursery, LLC; Notice of Intent To Prepare an Environmental Impact Statement for Permit for Release of Genetically Engineered Citrus tristeza virus",NA,"We are announcing to the public that the Animal and Plant Health Inspection Service (APHIS) intends to prepare an environmental impact statement (EIS) evaluating the environmental impacts that may result from the potential approval of an application from Southern Gardens Citrus Nursery, LLC, seeking a permit for the environmental release of genetically engineered Citrus tristeza virus (CTV). The virus has been genetically engineered to express defensin proteins from spinach as an approach to manage citrus greening disease throughout the State of Florida. APHIS considers this genetically engineered CTV to be a biological control agent since it is a biological organism intended to help manage citrus greening disease. Issues to be addressed in the EIS include the potential environmental impacts to managed natural and non-agricultural lands, agricultural production systems, the physical environment, biological resources, human health, socioeconomics, federally listed threatened or endangered species, and cultural or historic resources. We are also requesting public comments to further delineate the scope of the alternatives and environmental impacts and issues to be included in this EIS."
"Notice of filing of petitions and request for comment.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-HQ-OPP-2017-0012-0001","05/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07128/receipt-of-several-pesticide-petitions-filed-for-residues-of-pesticide-chemicals-in-or-on-various","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07128.pdf","04/10/2017",NA,"Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities",NA,"This document announces the Agency's receipt of several initial filings of pesticide petitions requesting the establishment or modification of regulations for residues of pesticide chemicals in or on various commodities."
"Proposed rule.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-R04-OAR-2013-0772-0012","05/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07034/air-plan-approval-north-carolina-motor-vehicle-emissions-control-program-correcting-amendment","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07034.pdf","04/10/2017",NA,"Air Plan Approval; North Carolina; Motor Vehicle Emissions Control Program; Correcting Amendment",NA,"This proposed action, taken under the authority of the Clean Air Act, would correct an error in previously promulgated rules approving certain elements of the North Carolina state implementation plan (SIP). This error relates to the North Carolina SIP's Motor Vehicle Emissions Control Standard rules and the correction removes a provision of the State's otherwise federally-enforceable regulations that could result in infringement upon the sovereign immunity of Federal facilities. The intended effect is to ensure that the North Carolina SIP is correctly identified in the applicable part of the Code of Federal Regulations and to eliminate the possibility of such infringement."
"Proposed rule.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-R05-OAR-2016-0705-0001","05/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07030/air-plan-approval-michigan-transportation-conformity-procedures","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07030.pdf","04/10/2017",NA,"Air Plan Approval; Michigan; Transportation Conformity Procedures",NA,"The Environmental Protection Agency (EPA) is proposing to approve a revision submitted by the State of Michigan on October 3, 2016. The purpose of this revision is to establish transportation conformity criteria and procedures related to interagency consultation, and enforceability of certain transportation related control and mitigation measures."
"Proposed rule.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-R01-OAR-2015-0654-0001","05/10/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07147/air-plan-approval-ct-decommissioning-of-stage-ii-vapor-recovery-systems","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07147.pdf","04/10/2017",NA,"Air Plan Approval; CT; Decommissioning of Stage II Vapor Recovery Systems","Air pollution control; Carbon monoxide; Environmental protection; Intergovernmental relations; Lead; Nitrogen dioxide; Ozone; Particulate matter; Reporting and recordkeeping requirements; Sulfur oxides; Volatile organic compounds","The Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted by the State of Connecticut Department of Energy and Environmental Protection. This revision includes regulatory amendments that require gasoline dispensing facilities (GDFs) to decommission their Stage II vapor recovery systems on or before July 1, 2015, and a demonstration that such removal is consistent with the Clean Air Act and EPA guidance. This revision also includes regulatory amendments that strengthen Connecticut's requirements for Stage I vapor recovery systems at GDFs. The intended effect of this action is to propose approval of Connecticut's revised vapor recovery regulations. This action is being taken under the Clean Air Act."
"Notice of proposed rulemaking (NPRM).","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA-2017-0183-0001","05/25/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-07007/proposed-amendment-of-class-e-airspace-for-the-following-louisiana-towns-leesville-la-and-patterson","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07007.pdf","04/10/2017",NA,"Proposed Amendment of Class E Airspace for the following Louisiana Towns; Leesville, LA; and Patterson, LA","Airspace; Navigation (air)","This action proposes to modify Class E airspace extending upward from 700 feet above the surface at Leesville City Airport, Leesville, LA, and Harry P. Williams Memorial Airport, Patterson, LA. Airspace redesign is necessary due to the decommissioning of the Leesville non-directional radio beacon (NDB), and the Patterson radio beacon (RBN), and cancellation of NDB and RBN approaches, and for the safe management of instrument flight rules (IFR) operations at these airports."
"Notice of proposed rulemaking (NPRM).","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA-2017-0181-0001","05/25/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-06893/proposed-amendment-of-class-e-airspace-mineral-point-wi","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06893.pdf","04/10/2017",NA,"Proposed Amendment of Class E Airspace; Mineral Point, WI","Airspace; Navigation (air)","This action proposes to modify Class E airspace extending upward from 700 feet above the surface at Iowa County Airport, Mineral Point, WI. This action is necessary due to the decommissioning of the Mineral Point non-directional radio beacon (NDB) and cancellation of the NDB approach. This action would enhance the safety and management of standard instrument approach procedures for instrument flight rules (IFR) operations at the airport."
"Notice of proposed rulemaking (NPRM).","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA-2017-0246-0001","05/25/2017",NA,"https://www.federalregister.gov/documents/2017/04/10/2017-06800/airworthiness-directives-the-boeing-company-airplanes","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-06800.pdf","04/10/2017",NA,"Airworthiness Directives; The Boeing Company Airplanes","Air transportation; Aircraft; Aviation safety; Safety","We propose to adopt a new airworthiness directive (AD) for certain The Boeing Company Model 777-200 and -300 series airplanes equipped with Rolls-Royce Model RB211-Trent 800 engines. This proposed AD was prompted by reports of inadequate clearance between the thermal protection system (TPS) insulation blankets and the electronic engine control (EEC) wiring, which resulted in damaged wires. This proposed AD would require repetitive inspections of the EEC wire bundles and clips, and corrective actions if necessary. We are proposing this AD to address the unsafe condition on these products."
"Direct final rule.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-R05-OAR-2016-0705-0002","05/10/2017","06/09/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07029/air-plan-approval-michigan-transportation-conformity-procedures","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07029.pdf","04/10/2017",NA,"Air Plan Approval; Michigan; Transportation Conformity Procedures","Air pollution control; Carbon monoxide; Environmental protection; Intergovernmental relations; Particulate matter","The Environmental Protection Agency (EPA) is approving a State Implementation Plan (SIP) revision for carbon monoxide (CO) and particulate matter (PM<INF>2.5</INF>), submitted by the State of Michigan on October 3, 2016. The purpose of this revision is to establish transportation conformity criteria and procedures related to interagency consultation, and enforceability of certain transportation related control and mitigation measures."
"Direct final rule.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA-R04-OAR-2017-0048-0001","05/10/2017","06/09/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07028/air-plan-approval-kentucky-nonattainment-new-source-review-requirements-for-the-2008-8-hour-ozone","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07028.pdf","04/10/2017",NA,"Air Plan Approval; Kentucky; Nonattainment New Source Review Requirements for the 2008 8-Hour Ozone NAAQS","Air pollution control; Environmental protection; Intergovernmental relations; Nitrogen dioxide; Ozone; Reporting and recordkeeping requirements; Volatile organic compounds","The Environmental Protection Agency (EPA) is approving the portion of the State Implementation Plan (SIP) revision submitted by the Commonwealth of Kentucky, through the Energy and Environment Cabinet's Division of Air Quality on August 26, 2016, regarding the nonattainment new source review (NNSR) requirements for the 2008 8-hour ozone national ambient air quality standards (NAAQS) for the Kentucky portion of the Cincinnati-Hamilton, Ohio-Kentucky-Indiana 2008 8-hour ozone nonattainment area (hereinafter referred to as the ``Cincinnati- Hamilton, OH-KY-IN Area'' or ``Area''). The Area consists of Butler, Clermont, Clinton, Hamilton, and Warren Counties in Ohio; portions of Boone, Campbell, Kenton Counties in Kentucky; and a portion of Dearborn County in Indiana. This action is being taken pursuant to the Clean Air Act (CAA or Act) and its implementing regulations."
"Final special conditions; request for comments.","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA-2016-9402-0001","05/25/2017","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07060/special-conditions-embraer-sa-model-erj-190-300-airplane-flight-envelope-protection-general-limiting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07060.pdf","04/10/2017",NA,"Special Conditions: Embraer S.A. Model ERJ 190-300 Airplane; Flight Envelope Protection, General Limiting Requirements","Aircraft; Aviation safety; Reporting and recordkeeping requirements","These special conditions are issued for the Embraer S.A. (Embraer) Model ERJ 190-300 airplane. This airplane will have a novel or unusual design feature when compared to the state of technology envisioned in the airworthiness standards for transport-category airplanes. This design feature is a new control architecture and a full digital flight-control system, both of which provide flight-envelope protections. The applicable airworthiness regulations do not contain adequate or appropriate safety standards for this design feature. These special conditions contain the additional safety standards that the Administrator considers necessary to establish a level of safety equivalent to that established by the existing airworthiness standards."
"Notice.","Homeland Security Department; Federal Emergency Management Agency","","","03/06/2017","https://www.federalregister.gov/documents/2017/04/03/2017-06430/georgia-amendment-no-6-to-notice-of-a-major-disaster-declaration","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06430.pdf","04/03/2017","","Georgia; Amendment No. 6 to Notice of a Major Disaster Declaration","","This notice amends the notice of a major disaster declaration for the State of Georgia (FEMA-4297-DR), dated January 26, 2017, and related determinations."
"Notice of open meeting.","Energy Department","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06513/environmental-management-site-specific-advisory-board-northern-new-mexico","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06513.pdf","04/03/2017","","Environmental Management Site-Specific Advisory Board, Northern New Mexico","","This notice announces a combined meeting of the Environmental Monitoring and Remediation Committee and Waste Management Committee of the Environmental Management Site-Specific Advisory Board (EM SSAB), Northern New Mexico (known locally as the Northern New Mexico Citizens' Advisory Board [NNMCAB]). The Federal Advisory Committee Act requires that public notice of this meeting be announced in the Federal Register."
"","Commerce Department; International Trade Administration","","","04/01/2017","https://www.federalregister.gov/documents/2017/04/03/2017-06490/initiation-of-five-year-sunset-reviews","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06490.pdf","04/03/2017","","Initiation of Five-Year (“Sunset”) Reviews","","In accordance with section 751(c) of the Tariff Act of 1930, as amended (``the Act''), the Department of Commerce (``the Department'') is automatically initiating the five-year reviews (``Sunset Reviews'') of the antidumping and countervailing duty (``AD/ CVD'') order(s) listed below. The International Trade Commission (``the Commission'') is publishing concurrently with this notice its notice of Institution of Five-Year Review which covers the same order(s)."
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06423/hurricane-creek-irrigating-ditch-company-notice-of-preliminary-determination-of-a-qualifying-conduit","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06423.pdf","04/03/2017","","Hurricane Creek Irrigating Ditch Company; Notice of Preliminary Determination of a Qualifying Conduit Hydropower Facility and Soliciting Comments and Motions To Intervene","",""
"","Agency for International Development","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06453/board-for-international-food-and-agricultural-development-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06453.pdf","04/03/2017","","Board for International Food and Agricultural Development; Notice of Meeting","",""
"","Commerce Department; International Trade Administration","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06492/antidumping-or-countervailing-duty-order-finding-or-suspended-investigation-advance-notification-of","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06492.pdf","04/03/2017","","Antidumping or Countervailing Duty Order, Finding, or Suspended Investigation; Advance Notification of Sunset Reviews","",""
"Notification of public meeting.","Environmental Protection Agency","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06510/national-environmental-justice-advisory-council-notification-of-public-meeting-public-teleconference","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06510.pdf","04/03/2017","","National Environmental Justice Advisory Council; Notification of Public Meeting, Public Teleconference and Public Comment","","Pursuant to the Federal Advisory Committee Act (FACA), the U.S. Environmental Protection Agency (EPA) hereby provides notice that the National Environmental Justice Advisory Council (NEJAC) will meet on the dates and times described below. All meetings are open to the public. Members of the public are encouraged to provide comments relevant to the specific issues being considered by the NEJAC. For additional information about registering to attend the meeting or to provide public comment, please see ``Registration'' under SUPPLEMENTARY INFORMATION. Due to a limited space, seating at the NEJAC meeting will be on a first-come, first served basis. Pre-registration is highly suggested."
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06419/northern-natural-gas-company-notice-of-request-under-blanket-authorization","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06419.pdf","04/03/2017","","Northern Natural Gas Company; Notice of Request Under Blanket Authorization","",""
"Final rule.","Transportation Department; Federal Railroad Administration","","","04/03/2017","https://www.federalregister.gov/documents/2017/04/03/2017-06220/implementation-of-the-federal-civil-penalties-inflation-adjustment-act-improvements-act-for-a","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06220.pdf","04/03/2017","","Implementation of the Federal Civil Penalties Inflation Adjustment Act Improvements Act for a Violation of a Federal Railroad Safety Law, Federal Railroad Administration Safety Regulation or Order, or the Hazardous Material Transportation Laws or Regulations, Orders, Special Permits, and Approvals Issued Under Those Laws","Administrative practice and procedure; Alcohol abuse; Bridges; Communications; Drug abuse; Drug testing; Fire prevention; Freight; Hazardous materials transportation; Highway safety; Investigations; Noise control; Occupational safety and health; Penalties; Penalties; Radio; Railroad employees; Railroad safety; Railroad safety; Railroads; Reporting and recordkeeping requirements; Reporting and recordkeeping requirements; Safety; State and local governments; Transportation","To comply with the Federal Civil Penalties Inflation Adjustment Act of 1990, as amended by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015, FRA is adjusting the minimum, maximum, and aggravated maximum penalties it will apply when assessing a civil penalty for a violation of a railroad safety statute, regulation, or order under its authority. FRA is also adjusting the minimum penalty, ordinary maximum penalty, and aggravated maximum penalty that it will apply when assessing a civil monetary penalty for a knowing violation of the Federal hazardous material transportation laws or a regulation, special permit, order, or approval issued under those laws. The aggravated maximum penalty under the hazardous material transportation laws is available only for a violation that results in death, serious illness, or severe injury to any person or substantial destruction of property."
"","Commerce Department; National Oceanic and Atmospheric Administration","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06438/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06438.pdf","04/03/2017","","Submission for OMB Review; Comment Request","",""
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06418/texas-eastern-transmission-lp-brazoria-interconnector-gas-pipeline-llc-notice-of-intent-to-prepare","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06418.pdf","04/03/2017","","Texas Eastern Transmission, L.P.; Brazoria Interconnector Gas Pipeline, LLC; Notice of Intent To Prepare an Environmental Assessment for the Proposed Stratton Ridge Expansion Project, and Request for Comments on Environmental Issues","",""
